"OTU_j","OTU_k","res_cor","env_cor","surprise","quadrant","same_class","Class_j","Class_k","association","abs_r","Class_from","Class_to","synd_otu","diatom_otu","diatom_class","pollock_signal"
"Bacillariophyceae_ASV_32933","Dino-Group-I-Clade-1_X_ASV_20870",0.573297304940661,0.225239577737949,0.348057727202712,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.573297304940661,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_8723","Dino-Group-I-Clade-1_X_ASV_20870",0.546203315146634,0.654453691158422,-0.108250376011789,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.546203315146634,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_8723","Bacillariophyceae","Q1"
"Arcocellulus_ASV_11592","Dino-Group-I-Clade-1_X_ASV_20870",0.620846639583659,-6.89278406446247e-06,0.620839746799595,"Q3",FALSE,"Mediophyceae","Syndiniales","positive",0.620846639583659,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Arcocellulus_ASV_11592","Mediophyceae","Q3"
"Bacillariophyceae_ASV_9972","Dino-Group-I-Clade-1_X_ASV_20870",0.641653844759939,0.616610418513913,0.025043426246026,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.641653844759939,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q1"
"Haslea_ASV_9240","Dino-Group-I-Clade-1_X_ASV_20870",0.568447173121503,0.370655484901007,0.197791688220496,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.568447173121503,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Haslea_ASV_9240","Bacillariophyceae","Q1"
"Pleurosigma_ASV_10260","Dino-Group-I-Clade-1_X_ASV_20870",0.602056669504501,0.628148727671657,-0.0260920581671554,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.602056669504501,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Pleurosigma_ASV_10260","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_9977","Dino-Group-I-Clade-1_X_ASV_20870",0.503402133569583,0.483054511017876,0.0203476225517071,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.503402133569583,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9977","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_11568","Dino-Group-I-Clade-1_X_ASV_20870",0.619190895863992,0.226146117250915,0.393044778613077,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.619190895863992,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_11568","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_10151",0.55771836159398,0.0651922467908772,0.492526114803103,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.55771836159398,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_10151",0.613374480325379,-0.258717371117479,0.3546571092079,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.613374480325379,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_10151",0.575051791172047,-0.142174602124282,0.432877189047765,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.575051791172047,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_10151",0.523052550344134,-0.291290318224272,0.231762232119862,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.523052550344134,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_10151",0.537435476096994,-0.193747212157243,0.343688263939751,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.537435476096994,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariaceae_ASV_10197",0.59698928457266,-0.388938540342299,0.208050744230361,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.59698928457266,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariaceae_ASV_10197","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25263","Bacillariaceae_ASV_10197",0.510151288763762,-0.174925870250987,0.335225418512775,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.510151288763762,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25263","Bacillariaceae_ASV_10197","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariaceae_ASV_10197",0.578890824184046,0.40458773559895,0.174303088585096,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.578890824184046,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariaceae_ASV_10197","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariaceae_ASV_10197",0.538820193722762,0.163548924441872,0.37527126928089,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.538820193722762,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariaceae_ASV_10197","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21086","Chaetoceros_ASV_11054",0.703915099047522,0.220372115209703,0.483542983837819,"Q1",FALSE,"Syndiniales","Mediophyceae","positive",0.703915099047522,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Chaetoceros_ASV_11054","Mediophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Chaetoceros_ASV_11054",0.668479738810823,-0.0154549021202433,0.65302483669058,"Q3",FALSE,"Syndiniales","Mediophyceae","positive",0.668479738810823,"Syndiniales","Mediophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Chaetoceros_ASV_11054","Mediophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Chaetoceros_ASV_11054",0.624181262754535,-0.0550042917228208,0.569176971031714,"Q3",FALSE,"Syndiniales","Mediophyceae","positive",0.624181262754535,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Chaetoceros_ASV_11054","Mediophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_20870","Chaetoceros_ASV_11054",0.636485187847962,0.246709587977315,0.389775599870647,"Q1",FALSE,"Syndiniales","Mediophyceae","positive",0.636485187847962,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_20870","Chaetoceros_ASV_11054","Mediophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9683",0.533733842950325,-0.441329104392324,0.0924047385580012,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.533733842950325,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9683","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9683",0.635842781334597,0.026979530450252,0.608863250884345,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.635842781334597,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9683","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9683",0.598570413895767,-0.0691635887420258,0.529406825153741,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.598570413895767,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9683","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9683",0.54908291077652,0.398757419060854,0.150325491715666,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.54908291077652,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9683","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9683",0.562785747641706,0.71574816255855,-0.152962414916845,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.562785747641706,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9683","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_10229",0.507549540321626,-0.0809597274517167,0.426589812869909,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.507549540321626,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_10229","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_10229",0.555304808174407,-0.057443247515934,0.497861560658473,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.555304808174407,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_10229","Bacillariophyceae","Q3"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_10229",0.520464804740907,0.148213361366847,0.37225144337406,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.520464804740907,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_10229","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21086","Navicula_ASV_9836",0.565651438794731,0.257719823453592,0.307931615341139,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.565651438794731,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Navicula_ASV_9836","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Navicula_ASV_9836",0.531753226256932,0.262841899509259,0.268911326747673,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.531753226256932,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Navicula_ASV_9836","Bacillariophyceae","Q1"
"Navicula_ASV_10078","Dino-Group-I-Clade-1_X_ASV_20879",0.735122033888115,0.735726026924446,-0.000603993036330852,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.735122033888115,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Navicula_ASV_10078","Bacillariophyceae","Q1"
"Mediophyceae_ASV_10516","Dino-Group-I-Clade-1_X_ASV_20879",0.714054784575966,0.775129536216326,-0.0610747516403601,"Q1",FALSE,"Mediophyceae","Syndiniales","positive",0.714054784575966,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Mediophyceae_ASV_10516","Mediophyceae","Q1"
"Bacillariophyceae_ASV_10175","Dino-Group-I-Clade-1_X_ASV_20879",0.657112079228413,0.831815264830701,-0.174703185602288,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.657112079228413,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_10175","Bacillariophyceae","Q1"
"Naviculaceae_ASV_9847","Dino-Group-I-Clade-1_X_ASV_20879",0.608547408212523,0.779007112091715,-0.170459703879191,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.608547408212523,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Naviculaceae_ASV_9847","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_6651","Dino-Group-I-Clade-1_X_ASV_20879",0.620383959323932,0.575817636719607,0.0445663226043248,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.620383959323932,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_6651","Bacillariophyceae","Q1"
"Navicula_ASV_10502","Dino-Group-I-Clade-1_X_ASV_20879",0.629614684851989,0.85011192171613,-0.220497236864141,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.629614684851989,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Navicula_ASV_10502","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_9867","Dino-Group-I-Clade-1_X_ASV_20879",0.652085561398336,0.367035606757203,0.285049954641133,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.652085561398336,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_9867","Bacillariophyceae","Q1"
"Bacillariaceae_ASV_10168","Dino-Group-I-Clade-1_X_ASV_20879",0.667304349480283,0.697541764313365,-0.0302374148330817,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.667304349480283,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariaceae_ASV_10168","Bacillariophyceae","Q1"
"Mediophyceae_ASV_9615","Dino-Group-I-Clade-1_X_ASV_20879",0.582697872483063,-0.544217395814372,0.0384804766686905,"Q3",FALSE,"Mediophyceae","Syndiniales","positive",0.582697872483063,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Mediophyceae_ASV_9615","Mediophyceae","Q3"
"Naviculaceae_ASV_9674","Dino-Group-I-Clade-1_X_ASV_20879",0.554868734726969,0.772961428789049,-0.21809269406208,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.554868734726969,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Naviculaceae_ASV_9674","Bacillariophyceae","Q1"
"Craticula_ASV_10145","Dino-Group-I-Clade-1_X_ASV_20879",0.697166364528268,0.104998894442421,0.592167470085847,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.697166364528268,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Craticula_ASV_10145","Bacillariophyceae","Q1"
"Cymbella_ASV_11535","Dino-Group-I-Clade-1_X_ASV_20879",0.665399998279905,0.246518359946392,0.418881638333513,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.665399998279905,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Cymbella_ASV_11535","Bacillariophyceae","Q1"
"Bacillariaceae_ASV_10164","Dino-Group-I-Clade-1_X_ASV_20879",0.566323400664931,0.753267680917482,-0.186944280252552,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.566323400664931,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariaceae_ASV_10164","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_10160","Dino-Group-I-Clade-1_X_ASV_20879",0.537777485657213,0.56247240811184,-0.0246949224546273,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.537777485657213,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_10160","Bacillariophyceae","Q1"
"Fragilariaceae_ASV_10037","Dino-Group-I-Clade-1_X_ASV_20879",0.610385472498427,0.466101155000159,0.144284317498268,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.610385472498427,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Fragilariaceae_ASV_10037","Bacillariophyceae","Q1"
"Pleurosigma_ASV_10232","Dino-Group-I-Clade-1_X_ASV_20879",0.711275085067369,-0.0527022360047331,0.658572849062635,"Q3",FALSE,"Bacillariophyceae","Syndiniales","positive",0.711275085067369,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Pleurosigma_ASV_10232","Bacillariophyceae","Q3"
"Bacillariophyceae_ASV_9918","Dino-Group-I-Clade-1_X_ASV_20879",0.587818917204484,0.277470988179364,0.31034792902512,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.587818917204484,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_9918","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_32933","Dino-Group-I-Clade-1_X_ASV_20879",0.667975480813238,0.511892068261154,0.156083412552084,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.667975480813238,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q1"
"Arcocellulus_ASV_11592","Dino-Group-I-Clade-1_X_ASV_20879",0.603914106090576,0.208590835106061,0.395323270984515,"Q1",FALSE,"Mediophyceae","Syndiniales","positive",0.603914106090576,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Arcocellulus_ASV_11592","Mediophyceae","Q1"
"Bacillariophyceae_ASV_9972","Dino-Group-I-Clade-1_X_ASV_20879",0.710821475054868,0.796357791639429,-0.0855363165845616,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.710821475054868,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q1"
"Pleurosigma_ASV_10236","Dino-Group-I-Clade-1_X_ASV_20879",0.577322960564569,0.579373174214994,-0.00205021365042513,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.577322960564569,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Pleurosigma_ASV_10236","Bacillariophyceae","Q1"
"Haslea_ASV_9240","Dino-Group-I-Clade-1_X_ASV_20879",0.535601495135858,0.577860375977571,-0.0422588808417131,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.535601495135858,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Haslea_ASV_9240","Bacillariophyceae","Q1"
"Pleurosigma_ASV_10260","Dino-Group-I-Clade-1_X_ASV_20879",0.731882807826988,0.741503809015194,-0.00962100118820575,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.731882807826988,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Pleurosigma_ASV_10260","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_9977","Dino-Group-I-Clade-1_X_ASV_20879",0.516214576765323,0.69304304546594,-0.176828468700616,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.516214576765323,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_9977","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_11568","Dino-Group-I-Clade-1_X_ASV_20879",0.628501618171686,0.452306828627148,0.176194789544538,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.628501618171686,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_11568","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_10151","Dino-Group-I-Clade-1_X_ASV_20879",0.598432784758838,0.0901040292286659,0.508328755530172,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.598432784758838,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q1"
"Bacillariaceae_ASV_10197","Dino-Group-I-Clade-1_X_ASV_20879",0.621016965484038,0.796809050363798,-0.17579208487976,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.621016965484038,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariaceae_ASV_10197","Bacillariophyceae","Q1"
"Chaetoceros_ASV_11054","Dino-Group-I-Clade-1_X_ASV_20879",0.563659870569561,0.479271884128158,0.0843879864414024,"Q1",FALSE,"Mediophyceae","Syndiniales","positive",0.563659870569561,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Chaetoceros_ASV_11054","Mediophyceae","Q1"
"Bacillariophyceae_ASV_9683","Dino-Group-I-Clade-1_X_ASV_20879",0.584993955581661,0.767525655168179,-0.182531699586518,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.584993955581661,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_9683","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_10229","Dino-Group-I-Clade-1_X_ASV_20879",0.54387291833307,0.577646627188306,-0.0337737088552358,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.54387291833307,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_10229","Bacillariophyceae","Q1"
"Navicula_ASV_9836","Dino-Group-I-Clade-1_X_ASV_20879",0.531083581031394,0.521666159211209,0.00941742182018523,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.531083581031394,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20879","Navicula_ASV_9836","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9843",0.53094849603272,-0.241187669183848,0.289760826848871,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.53094849603272,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9843","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9843",0.669551218710838,0.11473274129259,0.554818477418249,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.669551218710838,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9843","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9843",0.632020264103458,0.172568661247987,0.459451602855471,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.632020264103458,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9843","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9843",0.582999871450967,0.511085040302531,0.0719148311484362,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.582999871450967,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9843","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9843",0.596584538240299,0.647134709457637,-0.0505501712173387,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.596584538240299,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9843","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_9843",0.591262218070028,0.705125736665811,-0.113863518595784,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.591262218070028,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_20879","Bacillariophyceae_ASV_9843","Bacillariophyceae","Q1"
